license_type,license_number,issue_date,expiration_date,primary_applicant,address,city,state,zip_code,telephone,location,year_of_issue,year_of_exp
BUILDING CONTRACTORS LICENSE,BC2725,04/08/1993,04/08/1995,RICHARD V BARR CONSTRUCTION,015805  PARAMOUNT  DR,derwood,MD,20855,NA,POINT (-77.16237 39.11535),1993,1995
BUILDING CONTRACTORS LICENSE,BC230393,11/07/2023,11/07/2025,Artex Development LLC,708 Steinbeck Avenue,gaithersburg,MD,20878,(202)528-1820,POINT (-77.20231 39.11072),2023,2025
BUILDING CONTRACTORS LICENSE,BC228684,08/30/2021,08/30/2023,Silver Spring Properties LLC,912 Silver Spring Avenue,silver spring,MD,20910,(301)607-8031,POINT (-77.02516 38.99165),2021,2023
BUILDING CONTRACTORS LICENSE,BC226321,04/26/2019,04/26/2021,"Brightwell Crossing II, LLC",9426 Stewartown Road,montgomery village,MD,20886,(301)258-0980,POINT (-77.19299 39.17647),2019,2021
BUILDING CONTRACTORS LICENSE,BC228252,02/10/2021,02/10/2023,"Corey Alan Properties, LLC",25170 McIntosh Road,hollywood,MD,20636,(240)538-8441,POINT (-76.61881 38.36066),2021,2023
BUILDING CONTRACTORS LICENSE,BC219403,05/06/2015,05/06/2021,"STREETSCAPE@KF, LLC",ONE PRESERVE PARKWAY,rockville,MD,20852,(301)978-3630x3602,POINT (-77.14914 39.06625),2015,2021
BUILDING CONTRACTORS LICENSE,BC3778,08/04/2004,08/04/2008,STEPHEN JONES,"1003 K STREET,",washington,DC,20001,(202)737-9540x,POINT (-77.02624 38.90254),2004,2008
BUILDING CONTRACTORS LICENSE,BC2712,01/09/1995,01/09/1997,WHITLOCK CONSTRUCTION,000009 N SUMMIT  AVE,gaithersburg,MD,20877,NA,POINT (-77.19329 39.14264),1995,1997
BUILDING CONTRACTORS LICENSE,BC2734,04/08/1993,06/12/2024,JAMES T. LADD,"12229 Village Square terrace, #202",rockville,MD,20852,(240)793-1300,POINT (-77.10934 39.05863),1993,2024
BUILDING CONTRACTORS LICENSE,BC224476,05/08/2018,05/08/2020,"Luxmanor Custom Home Builders, LLC","11020 Rosemont Drive,",rockville,MD,20852,(301)440-6584,POINT (-77.12746 39.03697),2018,2020
BUILDING CONTRACTORS LICENSE,BC2735,04/08/1991,04/08/1993,JAMES L MCINERNEY PROPERTIES,007408  INDRAFF  CT,bethesda,MD,20817,NA,POINT (-77.15255 38.98935),1991,1993
BUILDING CONTRACTORS LICENSE,BC231247,07/11/2024,07/11/2026,"ProCraft Construction, LLC",15815 Kruhm Road,burtonsville,MD,20866,(301)674-3933,POINT (-76.94779 39.11752),2024,2026
BUILDING CONTRACTORS LICENSE,BC228986,02/03/2022,02/03/2026,"OPi Holdings, LLC",10125 Colesville Road,silver spring,MD,20901,(301)442-3500,POINT (-77.01209 39.02064),2022,2026
BUILDING CONTRACTORS LICENSE,BC218981,04/09/2015,04/09/2021,"PARKWOOD HOMES MARYLAND, INC.",352 MAIN STREET,gaithersburg,MD,20878,(301)399-5854,POINT (-77.23756 39.12125),2015,2021
BUILDING CONTRACTORS LICENSE,BC228645,08/17/2021,08/17/2023,"PARKMAN, LLC",11117 Smokey Quartz Lane,potomac,MD,20854,(202)365-3995,POINT (-77.24386 39.03989),2021,2023
BUILDING CONTRACTORS LICENSE,BC229247,05/09/2022,05/09/2024,7018 Poplar LLC,4416 Tonquil Place,bethesda,MD,20705,(202)236-7738,POINT (-76.92098 39.0318),2022,2024
BUILDING CONTRACTORS LICENSE,BC231547,09/18/2024,09/18/2026,25108 Highland Manor LLC,10140 Deep Skies Dr.,laurel,MD,20723,(202)257-4130,POINT (-76.862215985 39.140831017),2024,2026
BUILDING CONTRACTORS LICENSE,BC229847,04/05/2023,04/05/2025,Leonard Kidwell,3404 Mockingbird Ct.,ljamsville,MD,21754,NA,POINT (-77.26988 39.32661),2023,2025
BUILDING CONTRACTORS LICENSE,BC227521,01/28/2020,01/28/2022,"FOXHALL GLEN ECHO, LLC",10525 Aubinoe Farm Drive,bethesda,MD,20814,(240)381-1953,POINT (-77.12219 39.02894),2020,2022
BUILDING CONTRACTORS LICENSE,BC2831,07/14/1998,08/03/2023,"OAK HILL CONSTRUCTION, LLC",16910  OAK HILL  ROAD,silver spring,MD,20905,(301)421-4155,POINT (-76.9683 39.13456),1998,2023
BUILDING CONTRACTORS LICENSE,BC227142,08/30/2019,08/30/2021,Marilyn DeReggi,21000 Clarksburg Road,boyds,MD,20841,(240)486-3974,POINT (-77.3054 39.20011),2019,2021
BUILDING CONTRACTORS LICENSE,BC223595,02/15/2017,02/15/2019,"Alliance Builders MD, LLC",2131 Espey Court,crofton,MD,21114,(301)530-0070,POINT (-76.69916 38.98868),2017,2019
BUILDING CONTRACTORS LICENSE,BC210121,07/03/2013,07/03/2025,"KBJ BUILDERS, LLC",14660 Rothgeb Drive,rockville,MD,20850,(301)442-4900,POINT (-77.13365 39.10016),2013,2025
BUILDING CONTRACTORS LICENSE,BC4050,06/13/2011,06/13/2017,THE DARCY BUSINESS TRUST,7200 WISCONSIN AVENUE,bethesda,MD,20814,(301)913-9610,POINT (-77.09361 38.98156),2011,2017
BUILDING CONTRACTORS LICENSE,BC231407,08/28/2024,08/28/2026,"4601 Oxford Street, LLC","5614 Connecticut Avenue, NW #156",washington,DC,20015,(202)744-1114,POINT (-77.076244195 38.965436886),2024,2026
BUILDING CONTRACTORS LICENSE,BC3887,07/17/2006,07/17/2018,"SOUTHPAW PROPERTIES, LLP",14101 LAYHILL ROAD,silver spring,MD,20906,(301)502-0187x,POINT (-77.04474 39.08796),2006,2018
BUILDING CONTRACTORS LICENSE,BC229276,06/10/2022,06/10/2024,"ASP 4521 CHESTNUT STREET, LLC",5283 Corporate Drive,frederick,MD,21703,(240)405-1333,POINT (-77.41859 39.37741),2022,2024
BUILDING CONTRACTORS LICENSE,BC228833,11/08/2021,11/08/2023,RAJEEV & REENA P. GOPAL,17010 Barnesville Road,boyds,MD,20841,(301)613-7326,POINT (-77.35404 39.21404),2021,2023
BUILDING CONTRACTORS LICENSE,BC3186,08/05/1995,08/05/1997,STEVEN A GOLDBERG & ASSOCIATES,004415  MACARTHUR  BLVDNW,washington,DC,20007,NA,POINT (-77.08219 38.90714),1995,1997
BUILDING CONTRACTORS LICENSE,BC215261,07/02/2014,07/02/2016,"CAPITAL CUSTOM PAINTING, INC.",9914 SIDNEY ROAD,"silver spring,",MD,20901,(301)919-2928,POINT (-77.03063 39.01881),2014,2016
BUILDING CONTRACTORS LICENSE,BC0581,01/21/1991,01/21/1993,CONSTRUCTION GROUP INC.,1201  SEVEN LOCKS  RD311,rockville,MD,20854,NA,POINT (-77.16038 39.06438),1991,1993
BUILDING CONTRACTORS LICENSE,BC227260,10/03/2019,10/03/2023,LANDISCONSTRUCTION CORPORATION,"7059 Blair Road, NW",washington,DC,20012,(202)726-3777,POINT (-77.01963 38.97602),2019,2023
BUILDING CONTRACTORS LICENSE,BC227692,04/17/2020,04/17/2022,"ASP 5122 Baltimore Avenue, LLC","5283 Corporate Drive, Suite 300",frederick,MD,21703,(240)405-1334,POINT (-77.41859 39.37741),2020,2022
BUILDING CONTRACTORS LICENSE,BC227926,09/01/2020,09/01/2022,"THE BUILDING GROUP, INC.",1024 A Towlston Road,mclean,VA,22102,(571)437-7474,POINT (-77.25631 38.96595),2020,2022
BUILDING CONTRACTORS LICENSE,BC203646,07/05/2012,07/05/2022,"ARTISTIC DESIGN BUILD, INC.",10411 MOTORCITY DRIVE,bethesda,MD,20817,(301)873-2357,POINT (-77.14306 39.02771),2012,2022
BUILDING CONTRACTORS LICENSE,BC223738,04/06/2017,04/06/2021,"Bedrock Remodeling, Inc.",151 Garden Ridge Road,catonsville,MD,21228,(410)984-8620,POINT (-76.70899 39.27458),2017,2021
BUILDING CONTRACTORS LICENSE,BC3123,07/09/1992,07/09/1994,ESTATE GROUP A BUILDING & DEVELOPMENT CO,PO BOX 34-192,bethesda,MD,20817,NA,missing,1992,1994
BUILDING CONTRACTORS LICENSE,BC228272,02/17/2021,02/17/2023,"6008 HIGHLAND, LLC",7520 Hampden Lane,bethesda,MD,20814,(202)437-5931,POINT (-77.10986 38.9857),2021,2023
BUILDING CONTRACTORS LICENSE,BC3303,08/01/1995,08/01/1997,PARDOE/FOX BUILDERS,4103  BYRD  CT.,kensington,MD,20895,NA,POINT (-77.08259 39.04074),1995,1997
BUILDING CONTRACTORS LICENSE,BC231187,07/02/2024,07/02/2026,"DD&B Construction, Inc.","17B Firstfield Rd., Ste 203",gaithersburg,MD,20878,(301)869-8415,POINT (-77.22595 39.13879),2024,2026
BUILDING CONTRACTORS LICENSE,BC3051,06/07/1993,06/07/1995,HALLOWELL DEVELOPMENT CORP,007258  MUNCASTER MILL  RD,rockville,MD,20855,NA,POINT (-77.14564 39.14642),1993,1995
BUILDING CONTRACTORS LICENSE,BC0268,04/01/1999,04/01/2023,"MILLER AND SMITH HOMES, INC.",1960 Gallows Road,vienna,VA,22182,(703)821-2500x145,POINT (-77.22653 38.91099),1999,2023
BUILDING CONTRACTORS LICENSE,BC1067,11/12/1992,11/12/1994,DOUGLAS CONSTRUCTION CO,8429 FOX RUN,potomac,MD,20854,(301)983-6947x,POINT (-77.1752 39.0401),1992,1994
BUILDING CONTRACTORS LICENSE,BC2548,04/18/1995,05/02/2018,"SADTLER CONSTRUCTION, INC.",28401  CLARKSBURG  ROAD,damascus,MD,20872,(301)253-0899x,POINT (-77.2312 39.32257),1995,2018
BUILDING CONTRACTORS LICENSE,BC3089,01/15/1992,01/15/1994,INTERSTATE VENTURES INC,012116  ARBIE  RD,silver spring,MD,20904,NA,POINT (-76.99233 39.05485),1992,1994
BUILDING CONTRACTORS LICENSE,BC227695,04/17/2020,04/17/2022,5204 Kenwood LLC,8750 Brookville Road,silver spring,MD,20910,(301)588-4747,POINT (-77.05644 39.00016),2020,2022
BUILDING CONTRACTORS LICENSE,BC3052,06/28/1991,06/28/1993,BUILDING CO INC,PO BOX 6690,annapolis,MD,21401,NA,missing,1991,1993
BUILDING CONTRACTORS LICENSE,BC227701,04/21/2020,04/21/2022,JK Build LLC,5710 Arundel Avenue,rockville,MD,20852,(240)401-4721,POINT (-77.11592 39.05992),2020,2022
BUILDING CONTRACTORS LICENSE,BC2241,05/31/1991,05/31/1993,JOSEPH T HUNT CONSTRUCTION CO INC,006602  FANNON  DR,bowie,MD,20720,NA,POINT (-76.77403 38.97993),1991,1993
BUILDING CONTRACTORS LICENSE,BC3177,06/07/1993,06/07/1995,D C K INC,001710  RHODE ISLAND  AVE1001,washington,DC,20036,NA,POINT (-77.03933 38.90626),1993,1995
BUILDING CONTRACTORS LICENSE,BC3111,05/13/1992,05/13/1994,MASON CONSTRUCTION CO,000807  THE OLD STATION  CT,woodbine,MD,21797,NA,POINT (-77.04736 39.34905),1992,1994
BUILDING CONTRACTORS LICENSE,BC0530,03/31/1993,03/31/1995,BETHKE BROTHERS INC,004711  MAPLE  AVE,bethesda,MD,20814,NA,POINT (-77.09496 38.99218),1993,1995
BUILDING CONTRACTORS LICENSE,BC231167,06/26/2024,06/26/2026,Tavakolian Family Revoc TR Tavakolian Amir Hossein,10204 Sundance Court,potomac,MD,20854,(202)285-6485,POINT (-77.16405 39.02406),2024,2026
BUILDING CONTRACTORS LICENSE,BC3663,07/09/2002,10/11/2007,JOHN ANDERSON,"1635 ROXANNA ROAD, NW",washington,DC,20012,(202)487-5013x,POINT (-77.03805 38.98947),2002,2007
BUILDING CONTRACTORS LICENSE,BC226740,05/09/2019,05/09/2021,"PARTRIDGE ASSOCIATES, LLC",9520 Berger Road,columbia,MD,21046,(410)381-8013,POINT (-76.84193 39.17484),2019,2021
BUILDING CONTRACTORS LICENSE,BC229416,09/15/2022,09/15/2026,"LLAVEROES SERVICES, LLC",19119 Grotto Lane,germantown,MD,20874,(301)672-1799,POINT (-77.267231977 39.168973006),2022,2026
BUILDING CONTRACTORS LICENSE,BC229552,11/21/2022,11/21/2024,"ASP 4403 BYWOOD LANE, LLC",5283 Corporate Drive,frederick,MD,21703,(240)405-1333,POINT (-77.41859 39.37741),2022,2024
BUILDING CONTRACTORS LICENSE,BC229272,06/10/2022,06/10/2024,HARRINGTON & HARRINGTON LLC,9121 Harrington Drive,potomac,MD,20854,(443)690-8515,POINT (-77.18458 39.00585),2022,2024
BUILDING CONTRACTORS LICENSE,BC4005,05/06/2010,02/08/2018,"THE LEY GROUP, INC.","3704 MACOMB STREET, NW",washington,DC,20016,(202)237-0334x,POINT (-77.07288 38.93348),2010,2018
BUILDING CONTRACTORS LICENSE,BC228270,02/12/2021,02/12/2023,"ASP 10100 FLEMING AVENUE, LLC",5283 Corporate Drive,frederick,MD,21703,(240)405-1333,POINT (-77.41859 39.37741),2021,2023
BUILDING CONTRACTORS LICENSE,BC216784,10/08/2014,10/08/2016,"RUHSAM BUILDING & DESIGN, LTD",1780 PINETOWN ROAD,wellsville,PA,17365,(717)364-4921,POINT (-76.90961 40.08866),2014,2016
BUILDING CONTRACTORS LICENSE,BC229507,10/20/2022,10/20/2026,RAKESH GUPTA,9717 The Corral Drive,potomac,MD,20854,(301)408-8553,POINT (-77.22062 39.01931),2022,2026
BUILDING CONTRACTORS LICENSE,BC219384,05/05/2015,05/05/2023,"ROBERTS ENGINEERING &CONSTRUCTION CO., INC.",14708 OLD COLUMBIA PIKE,burtonsville,MD,20866,(240)688-8077,POINT (-76.94578 39.09776),2015,2023
BUILDING CONTRACTORS LICENSE,BC228396,04/08/2021,04/08/2023,"DELBERT ADAMS CONSTRUCTION GROUP, LLC",6305 Falls Road,baltimore,MD,21209,(410)583-7575,POINT (-76.65757 39.3844),2021,2023
BUILDING CONTRACTORS LICENSE,BC224171,11/08/2017,11/08/2021,"Streetscape Management (MD), LLC","c/o Streetscape Partners, LLC",rockville,MD,20852,(301)978-3630,missing,2017,2021
BUILDING CONTRACTORS LICENSE,BC222449,11/19/2015,11/19/2021,"KENT CONSTRUCTION GROUP, LLC",117 Chews Manor Road,stevensville,MD,21666,(240)372-7371,POINT (-76.35836 38.86445),2015,2021
BUILDING CONTRACTORS LICENSE,BC230807,03/21/2024,03/21/2026,"RNY Holdings, LLC",2257 Lewis Avenue,rockville,MD,20851,(240)672-2567,POINT (-77.12297 39.06504),2024,2026
BUILDING CONTRACTORS LICENSE,BC3037,04/29/1995,04/29/1997,RITCHEY HOMES INC,019210  MUNGER FARM  RD,poolesville,MD,20837,NA,POINT (-77.40344 39.13649),1995,1997
BUILDING CONTRACTORS LICENSE,BC229206,04/06/2022,04/06/2024,4513 Windsor Lane LLC,8750 Brookville Road,silver spring,MD,20910,(301)588-4747,POINT (-77.05644 39.00016),2022,2024
BUILDING CONTRACTORS LICENSE,BC224043,09/20/2017,09/20/2021,"Rachuba Home Builders, LLC",946-A Marimich Court,eldersburg,MD,21784,(410)781-3400,POINT (-76.96247 39.40593),2017,2021
BUILDING CONTRACTORS LICENSE,BC231188,07/02/2024,07/02/2026,"Triumph Custom Homes, LLC","8120 Woodmont Ave, Suite 800",bethesda,MD,20814,(301)657-1112,POINT (-77.09679 38.99152),2024,2026
BUILDING CONTRACTORS LICENSE,BC3362,09/11/1996,09/11/1998,GILL & YOST ASSOCIATES,4011  20TH TH N RD,arlington,VA,22207,NA,POINT (-77.10829 38.89467),1996,1998
BUILDING CONTRACTORS LICENSE,BC3346,05/07/1996,05/07/1998,"RASMUSSEN CONSTRUCTION SERVICES, INC.",614  KLEES MILL  RD,westminster,MD,21157,NA,POINT (-76.98078 39.46425),1996,1998
BUILDING CONTRACTORS LICENSE,BC2457,07/03/1991,07/03/1993,PROSPERITY DEVELOPERS INC,002446  REEDIE  DR16,wheaton,MD,20902,NA,POINT (-77.05226 39.03839),1991,1993
BUILDING CONTRACTORS LICENSE,BC0800,05/10/1999,05/10/2013,STEPHEN FRITZ,"3684 CENTERVIEW DRIVE,",chantilly,VA,20151,(703)679-1600x,POINT (-77.42864 38.9027),1999,2013
BUILDING CONTRACTORS LICENSE,BC3858,01/12/2006,01/12/2022,RASEVIC CONSTRUCTION COMPANY,9746 Doctor Perry Road,ijamsville,MD,21754,(301)986-6900x,POINT (-77.3324 39.30073),2006,2022
BUILDING CONTRACTORS LICENSE,BC3101,03/11/1992,03/11/1994,B E H K CONSTRUCTION CO INC,006658  WHITEGATE  RD,clarksville,MD,21029,NA,POINT (-76.90888 39.18769),1992,1994
BUILDING CONTRACTORS LICENSE,BC229427,09/21/2022,09/21/2026,PFEIFFER ENTERPRISES INC.,23916 Janbeall Ct.,clarksburg,MD,20871,(303)370-6575,POINT (-77.25708099 39.248592998),2022,2026
BUILDING CONTRACTORS LICENSE,BC4036,02/04/2011,10/12/2020,"STIRLING HOMES AND DEVELOPMENT, LLC",20901 NEW HAMPSHIRE AVENUE,brookeville,MD,20833,(301)974-4899x,POINT (-77.02465 39.20073),2011,2020
BUILDING CONTRACTORS LICENSE,BC209483,05/08/2013,05/08/2025,"EYA CONSTRUCTION, INC.",4800 HAMPDEN LANE,bethesda,MD,20814,NA,POINT (-77.09501 38.98273),2013,2025
BUILDING CONTRACTORS LICENSE,BC227653,03/25/2020,03/25/2022,"THE TOWNS ON GROVE, LLC",250 THIRD AVENUE N.,minneapolis,MN,55401,(651)707-2464,POINT (-93.274 44.98387),2020,2022
BUILDING CONTRACTORS LICENSE,BC3797,12/08/2004,12/08/2008,RYAN SAM MIN LEE,4811 BATTERY LANE,bethesda,MD,20814,(301)951-7473x,POINT (-77.09757 38.99295),2004,2008
BUILDING CONTRACTORS LICENSE,BC3243,08/01/1994,08/01/1996,BEMENT & SONS CONSTRUCTION INC,000326 S BROADWAY,baltimore,MD,21231,NA,POINT (-76.59366 39.28682),1994,1996
BUILDING CONTRACTORS LICENSE,BC3130,07/27/1996,07/27/1998,THOROUGHBRED HOMES INC,006000  EXECUTIVE  BLVD205,rockville,MD,20852,NA,POINT (-77.12041 39.04764),1996,1998
BUILDING CONTRACTORS LICENSE,BC3455,05/06/1998,05/06/2010,LAWRENCE H. WEBB,"19520 JAMBOREE ROAD,",irvine,CA,92612,(949)265-2400x,POINT (-117.85947 33.65802),1998,2010
BUILDING CONTRACTORS LICENSE,BC0778,08/14/1992,08/14/1994,GENE A STULL,000292  MONTEVUE  LANE,frederick,MD,21702,NA,POINT (-77.44203 39.43146),1992,1994
BUILDING CONTRACTORS LICENSE,BC229529,11/02/2022,11/02/2026,"MARK E. AUSTIN BUILDING & REMODELING, INC",1926 Fish & Game Road,littlestown,PA,17340,(717)359-7091,POINT (-77.1123 39.7421),2022,2026
BUILDING CONTRACTORS LICENSE,BC203645,07/05/2012,07/05/2014,C/O RUDOLF SEBASTIAN HERMAN HEIRMAN RENOVATIONS,1114 DRYDEN ST,silver spring,MD,20901,(202)352-8144x,POINT (-77.02747 39.02509),2012,2014
BUILDING CONTRACTORS LICENSE,BC224106,09/21/2017,09/21/2019,"LYNK Equity, LLC","1845 Town Center Blvd., Building 100",fleming island,Florida,32003,(407)476-2505,POINT (-81.71196 30.0953),2017,2019
BUILDING CONTRACTORS LICENSE,BC228867,12/09/2021,12/09/2023,"4421 POWDER MILL, LLC",15520 Seneca Road,germantown,MD,20897,(301)523-0156,POINT (-77.32412 39.07965),2021,2023
BUILDING CONTRACTORS LICENSE,BC2060,04/11/1993,04/11/1995,SNEDDEN BROTHERS CONSTRUCTION CO INC,PO BOX 21,damascus,MD,20872,NA,missing,1993,1995
BUILDING CONTRACTORS LICENSE,BC3821,05/12/2005,05/12/2009,DONALD EDWARDS,224 QUAINT ACRES DRIVE,silver spring,MD,20904,(301)622-2797x,POINT (-77.00417 39.04912),2005,2009
BUILDING CONTRACTORS LICENSE,BC3171,04/26/1993,04/26/1995,COMSTOCK HOMES INC,001313  DOLLEY MADISON  BLVD,mclean,VA,22101,NA,POINT (-77.17903 38.9393),1993,1995
BUILDING CONTRACTORS LICENSE,BC3800,01/12/2005,01/12/2007,SCOTT COPELAND,168 BUSINESS PARK DRIVE,virginia beach,VA,23462,(757)473-3706x,POINT (-76.17582 36.84451),2005,2007
BUILDING CONTRACTORS LICENSE,BC0326,01/01/1993,01/01/1995,TED GINDES CONSTRUCTION CO,000966  HUNGERFORD  DR,rockville,MD,20850,NA,POINT (-77.15476 39.09998),1993,1995
BUILDING CONTRACTORS LICENSE,BC2680,08/15/1996,08/15/1998,"J D P CONSTRUCTION CO., INC.",002607  WASHINGTON  AVE,chevy chase,MD,20815,NA,POINT (-77.05325 38.99035),1996,1998
BUILDING CONTRACTORS LICENSE,BC3323,11/28/1995,11/28/1999,ALLIED FIRE & FLOOD,8628  DAKOTA  DR,gaithersburg,MD,20877,NA,POINT (-77.17625 39.12673),1995,1999
BUILDING CONTRACTORS LICENSE,BC230411,11/28/2023,11/28/2025,ELGIN 2023 LLC,6116 EXECUTIVE BLVD,north bethesda,MD,20852,(301)251-2001,POINT (-77.12626 39.04758),2023,2025
BUILDING CONTRACTORS LICENSE,BC3358,08/07/1998,08/07/2026,"MERIDIAN HOMES, INC.",4938 HAMPDEN LANE,bethesda,MD,20814,(301)652-4440x,POINT (-77.09751 38.98245),1998,2026
BUILDING CONTRACTORS LICENSE,BC228804,10/21/2021,10/21/2023,"KEHOE GROUP 3308 WINNETT RD, LLC",4511 Everett Street,kensington,MD,20895,(301)512-7069,POINT (-77.08981 39.02302),2021,2023
BUILDING CONTRACTORS LICENSE,BC3792,11/09/2004,11/09/2010,LOUISA MITCHELL,3812 CLUB DRIVE,chevy chase,MD,20815,(301)589-6508x,POINT (-77.07649 38.98904),2004,2010
BUILDING CONTRACTORS LICENSE,BC224135,10/04/2017,10/04/2019,"Thomas Albert Gregory Brault, LLC",7215 Ridgewood Terrace,chevy chase,MD,20815,(703)868-2832,POINT (-77.08268 38.98258),2017,2019
BUILDING CONTRACTORS LICENSE,BC228966,02/03/2022,02/03/2026,T&AA Construction LLC,9508 Traverse Way,fort washington,MD,20744,(202)702-8120,POINT (-77.01011 38.75917),2022,2026
BUILDING CONTRACTORS LICENSE,BC231607,10/14/2024,10/14/2026,Marie Theres N. Bibum,107 Norwood Road,silver spring,MD,20905,(301)437-6905,POINT (-77.00646 39.10945),2024,2026
BUILDING CONTRACTORS LICENSE,BC213663,04/01/2014,04/01/2018,"TED VISNIC & ASSOCIATES, INC.",1684 E. GUDE DRIVE,rockville,MD,20850,(301)309-6470,POINT (-77.13026 39.09329),2014,2018
BUILDING CONTRACTORS LICENSE,BC3274,02/09/1999,02/09/2021,"BETHESDA BUILDERS, LTD.",6215 DAHLONEGA ROAD,bethesda,MD,20816,(301)320-3770x,POINT (-77.12729 38.96601),1999,2021
BUILDING CONTRACTORS LICENSE,BC224309,02/08/2018,02/08/2020,"Price-Brake Construction, LLC",1028 33rd Street NW,"washington, dc",NA,20007,(202)965-7000,POINT (-77.066 38.90447),2018,2020
BUILDING CONTRACTORS LICENSE,BC225220,06/13/2018,06/13/2020,"Brookes Lane Development Company, LLC",7508 Wisconsin Avenue,bethesda,MD,20814,(301)652-6263,POINT (-77.0944 38.98539),2018,2020
BUILDING CONTRACTORS LICENSE,BC228204,01/14/2021,01/14/2023,"ABERDEEN ROAD, LLC",124 Charles Street,annapolis,MD,21401,(202)510-7377,POINT (-76.49196 38.97666),2021,2023
BUILDING CONTRACTORS LICENSE,BC2102,07/10/1998,07/10/2014,MICHAEL H. DERSOOKIAN,6010 GREENTREE ROAD,bethesda,MD,20817,(301)332-7522x,POINT (-77.12285 39.00118),1998,2014
BUILDING CONTRACTORS LICENSE,BC3157,02/10/1995,02/10/1997,M S LERNER HOMES,004330  SANGAMORE  RD,bethesda,MD,20816,NA,POINT (-77.1179 38.94621),1995,1997
BUILDING CONTRACTORS LICENSE,BC227681,04/17/2020,04/17/2022,"ASP 9602 Page Avenue, LLC","5283 Corporate Drive, Suite 300",frederick,MD,21703,(240)405-1334,POINT (-77.41859 39.37741),2020,2022
BUILDING CONTRACTORS LICENSE,BC231451,09/04/2024,09/04/2026,"Joy Custom Design Build, LLC","1320 Old Chain Bridge Rd., Suite 430",mclean,VA,22101,(703)356-2244,POINT (-77.176754194 38.938907282),2024,2026
BUILDING CONTRACTORS LICENSE,BC223601,02/16/2017,02/16/2023,Revamp Design Build Corp.,10304 Saint Albans Drive,bethesda,MD,20814,(301)580-3837,POINT (-77.1161 39.02626),2017,2023
BUILDING CONTRACTORS LICENSE,BC229809,03/21/2023,03/21/2025,Kehoe Group 6628 81st St LLC,4511 Everett Street,kensington,MD,20895,(301)512-7069,POINT (-77.08981 39.02302),2023,2025
BUILDING CONTRACTORS LICENSE,BC3428,10/27/1997,10/24/2023,"V. P BUILDERS, LLC",15808 SYCAMORE LANE,rockville,MD,20853,(301)370-2085x,POINT (-77.09139 39.11649),1997,2023
BUILDING CONTRACTORS LICENSE,BC224044,09/15/2017,09/15/2021,"CMH Builder, LC",1355 Beverly Road,mclean,VA,22101,(703)734-9855,POINT (-77.17757 38.93675),2017,2021
BUILDING CONTRACTORS LICENSE,BC228291,03/02/2021,03/02/2023,"Gregory Custom Remodeling, LLC",10015 Old Columbia Road,columbia,MD,21046,(443)851-7563,POINT (-76.85836098 39.173534982),2021,2023
BUILDING CONTRACTORS LICENSE,BC227670,04/07/2020,04/07/2022,Haigh DeCastro LLC,4202 Sugar Pine Court,burtonsville,MD,20866,(301)741-9436,POINT (-76.92263 39.10328),2020,2022
BUILDING CONTRACTORS LICENSE,BC228613,07/07/2021,07/07/2023,"FRONTIER CONSTRUCTION CO., INC.",16505 Barnesville Rd,boyds,MD,20841,(301)370-5153,POINT (-77.34147 39.21015),2021,2023
BUILDING CONTRACTORS LICENSE,BC3311,09/12/1995,09/12/1997,"ACCESS SOLUTIONS, LLC",P.O.  BOX      59901,potomac,MD,20859,NA,missing,1995,1997
BUILDING CONTRACTORS LICENSE,BC230291,09/19/2023,09/19/2025,One Parkwood LLC,8314 Westmont Terrace,bethesda,MD,20817,(703)854-1825,POINT (-77.13257 38.99459),2023,2025
BUILDING CONTRACTORS LICENSE,BC3150,12/18/1992,12/18/1994,MEADOWOOD LIMITED PARTNERSHIP,008015  DORSEY RUN  RDA,jessup,MD,20794,NA,POINT (-76.78205 39.15011),1992,1994
BUILDING CONTRACTORS LICENSE,BC224132,10/04/2017,10/04/2019,"Decatur Development Group, LTD",778 Chessie Crossing Way,woodbine,MD,21797,(443)309-7792,POINT (-77.05555 39.3555),2017,2019
BUILDING CONTRACTORS LICENSE,BC225763,07/11/2018,07/11/2020,"CSP Associates I, LLC",4800 Hampden Lane,bethesda,MD,20814,(301)634-8600,POINT (-77.095233983 38.982481989),2018,2020
BUILDING CONTRACTORS LICENSE,BC229368,07/22/2022,07/22/2024,ION STARK & HELGA STARK,14051 Esworthy Road,germantown,MD,20874,(301)337-0207,POINT (-77.30046 39.08639),2022,2024
BUILDING CONTRACTORS LICENSE,BC224307,02/08/2018,02/08/2020,"Bay State Custom Homes, LLC",2505 Sapling Ridge Lane,brookville,MD,20833,(240)461-6227,POINT (-77.05066 39.22067),2018,2020
BUILDING CONTRACTORS LICENSE,BC3165,03/12/1993,03/12/1995,R D & K JOINT VENTURE,PO BOX 4308,timonium,MD,21094,NA,missing,1993,1995
BUILDING CONTRACTORS LICENSE,BC3339,03/05/1998,01/09/2025,ENCORE DEVELOPMENT CORP,4814 DEL RAY AVENUE,bethesda,MD,20814,(301)664-8020x,POINT (-77.09794 38.99085),1998,2025
